#U		I
0.00	0.19000
0.04	0.17000
0.08	0.15200
0.12	0.13500
0.16	0.12000
0.20	0.10500
0.24	0.09000
0.28	0.08000
0.32	0.06800
0.36	0.05800
0.40	0.05000
0.44	0.04400
0.48	0.03600
0.52	0.03100
0.56	0.02500
0.60	0.02100
0.64	0.01700
0.68	0.01600
0.72	0.01350
0.76	0.01150
0.80	0.00900
0.84	0.00750
0.88	0.00625
0.92	0.00500
0.96	0.00450
