#n		N 		\Delta t = 240s
1		2265
2		2236
3		2243
4		2038
5		1926
6		1875
7		1639
8		1756
9		1696
10		1613
11		1519
12		1421
13		1412
14		1352
15		1203

#n		N		\Delta t = 12s
1		449
2		405
3		402
4		356
5		278
6		247
7		165
8		155
9		162
10		142
11		112
12		116
13		97
14		83
15		69
16		72
17		48
18		55
19		51
20		50
21		40
22		30
23		41
24		31
25		46
26		23
27		27
28		43
29		23
30		37	
31		25
32		24
33		17
34		19
35		19
36		23
37		30
38		23
39		21
40		25
