39.65 	15.60 	39.65 	15.15 	39.65 	14.85
39.65 	16.60 	39.65 	15.40 	39.65 	15.40
80.40 	30.55 	80.40 	30.10 	80.40 	29.75
80.40 	31.70 	80.40 	30.80 	80.40 	30.30
120.4 	45.15 	120.4 	44.75 	120.4 	44.35
120.4 	46.40 	120.4 	45.50 	120.4 	44.90
